condition_id,model,pmse_mean,pmse_std,n
36,ridge,0.02142210863530636,,1
37,elastic_net,0.365629643201828,,1
37,extra_trees,0.49644369483508943,,1
37,gbrt,0.47905866672777797,,1
37,hist_gbrt,0.48724350611265016,,1
37,knn,0.5743227799866878,,1
37,lasso,0.36574193835258484,,1
37,rf,0.5122929464990198,,1
37,ridge,0.3660607933998108,,1
38,elastic_net,0.0972464382648468,,1
38,extra_trees,0.312522559143234,,1
38,gbrt,0.22181158780859958,,1
38,hist_gbrt,0.20690780714467122,,1
38,knn,0.3850562890545227,,1
38,lasso,0.09730394184589386,,1
38,rf,0.34046820710709225,,1
38,ridge,0.09717370569705963,,1
39,elastic_net,0.050100889056921005,,1
39,extra_trees,0.1392509382538304,,1
39,gbrt,0.13964489257104265,,1
39,hist_gbrt,0.1823456868180793,,1
39,knn,0.20756042456054757,,1
39,lasso,0.05020105093717575,,1
39,rf,0.17348955159019885,,1
39,ridge,0.052909765392541885,,1
40,elastic_net,0.003340173978358507,,1
40,extra_trees,0.02468388299454221,,1
40,gbrt,0.025484448506609254,,1
40,hist_gbrt,0.044337235454676126,,1
40,knn,0.05106376284635475,,1
40,lasso,0.0038739456795156,,1
40,rf,0.038813285624610824,,1
40,ridge,0.005642635747790337,,1
41,elastic_net,0.016916215419769287,,1
41,extra_trees,0.3875995581847906,,1
41,gbrt,0.32143291557784365,,1
41,hist_gbrt,0.30946752213709355,,1
41,knn,0.5004460298986391,,1
41,lasso,0.017661847174167633,,1
41,rf,0.4198146230385629,,1
41,ridge,0.03691616654396057,,1
42,elastic_net,0.33551087975502014,,1
42,extra_trees,0.5068727609295921,,1
42,gbrt,0.45200225962982665,,1
42,hist_gbrt,0.44265838413074177,,1
42,knn,0.5954596236318139,,1
42,lasso,0.3352982997894287,,1
